name	address	city	area	averagePriceUnit	averagePrice	buildingTime	propertyFee	propertyCompany	developerName	roomAmount	buildingAmount	volumeRate	greeningRate
迎园一坊	迎园新村一坊61-97号	上海	嘉定	元/平	27418	1999年建	暂无信息	暂无信息	暂无信息	533户	33栋	2.3	40.0%
迎园新村	迎园新村二、三、五、六、七、八、十、十一、十二、十三坊	上海	嘉定	元/平	22556	1999年建	暂无信息	暂无信息	暂无信息	4759户	283栋	0.0	0.0%
德园路627弄	德园路627弄	上海	嘉定	无	无	1997年建	暂无信息	暂无信息	暂无信息	265户	15栋	0.0	0.0%
生产街3号	生产街3号	上海	嘉定	无	无	1998年建	暂无信息	暂无信息	暂无信息	12户	2栋	0.0	0.0%
嘉源小区	新成路129弄	上海	嘉定	元/平	32664	2002年建	暂无信息	暂无信息	暂无信息	657户	63栋	0.0	42.0%
南北周	沪宜公路3066弄	上海	嘉定	元/平	31007	2010年建	暂无信息	暂无信息	暂无信息	1095户	26栋	3.0	35.0%
民主东街195号	民主东街195号	上海	嘉定	无	无	1995年建	暂无信息	暂无信息	暂无信息	18户	3栋	0.0	0.0%
南昌路24弄	南昌路24弄	上海	黄浦	无	无	1930年建	暂无信息	暂无信息	暂无信息	4户	7栋	1.5	0.0%
解放街2号	解放街2号	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
南昌路60号	南昌路60号	上海	黄浦	无	无	1937年建	暂无信息	暂无信息	暂无信息	5户	2栋	0.0	0.0%
淮海中路697弄	淮海中路697弄	上海	黄浦	无	无	1970年建	暂无信息	暂无信息	暂无信息	36户	29栋	1.6	40.0%
南昌路254弄	南昌路254弄1-4号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	5栋	0.0	0.0%
建国西路50号	建国西路50号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	2.0	13.0%
重庆南路16号	重庆南路16号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	5户	2栋	2.0	3.0%
瑞金一路173号	瑞金一路173号	上海	黄浦	无	无	1936年建	暂无信息	暂无信息	暂无信息	22户	2栋	1.6	40.0%
成都南路102号	成都南路102号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	1.0	1.0%
建国西路144号	建国西路144号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
南昌路138号	南昌路138号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	2栋	1.2	45.0%
长乐路286号	长乐路286号	上海	黄浦	无	无	1970年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
长乐路77号	长乐路77号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	1.0	1.0%
蓬莱路348号	蓬莱路348号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	2栋	5.0	12.0%
瑞金一路121弄	瑞金一路121弄	上海	黄浦	无	无	1980年建	暂无信息	暂无信息	暂无信息	23户	66栋	0.0	0.0%
江西中路304弄	江西中路304弄	上海	黄浦	无	无	1983年建	暂无信息	暂无信息	暂无信息	2户	3栋	0.0	0.0%
江西中路428号	江西中路428号	上海	黄浦	无	无	1948年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
贵州路290弄	贵州路290弄	上海	黄浦	无	无	1984年建	暂无信息	暂无信息	暂无信息	2户	3栋	2.0	5.0%
南昌路212弄	南昌路212弄	上海	黄浦	无	无	1930年建	暂无信息	暂无信息	暂无信息	13户	11栋	0.0	0.0%
福州路379弄	福州路379弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	26户	4栋	0.0	0.0%
汉口路407号	汉口路407号	上海	黄浦	无	无	1997年建	暂无信息	暂无信息	暂无信息	27户	2栋	0.0	0.0%
长乐路69号	长乐路69号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	1.0	1.0%
宾龙商务酒店	福州路105号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	7户	3栋	0.0	0.0%
普育西支路80弄	普育西支路80弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
广西北路252号	广西北路252号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
新桥路51弄	新桥路51弄	上海	黄浦	无	无	1995年建	暂无信息	暂无信息	暂无信息	3户	4栋	3.0	15.0%
宁波路373号	宁波路373号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
天津路478弄	天津路478弄	上海	黄浦	无	无	1980年建	暂无信息	暂无信息	暂无信息	4户	4栋	1.7	35.0%
徽宁路144号	徽宁路144号	上海	黄浦	无	无	1992年建	暂无信息	暂无信息	暂无信息	30户	2栋	0.0	0.0%
威海路108号	威海路108号	上海	黄浦	无	无	1996年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
肈周路224弄	肈周路224弄	上海	黄浦	无	无	1988年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
海上梦苑	蒙自路598弄	上海	黄浦	无	无	2007年建	暂无信息	暂无信息	暂无信息	114户	8栋	2.23	30.0%
新桥路19弄	新桥路19弄	上海	黄浦	无	无	1947年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
重庆北路316号	重庆北路316号	上海	黄浦	无	无	1995年建	暂无信息	暂无信息	暂无信息	2户	3栋	2.0	0.0%
成都北路998弄	成都北路998弄3-15号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	14栋	0.0	50.0%
延安东路1312号	延安东路1312号	上海	黄浦	无	无	1990年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
新昌路131号	新昌路131号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	3.8	25.0%
新闸路444弄	新闸路444弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	5.0	11.0%
大沽路268号	大沽路268号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
黄河路225号	黄河路225号	上海	黄浦	无	无	1970年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
黄河路231弄	黄河路231弄	上海	黄浦	无	无	1983年建	暂无信息	暂无信息	暂无信息	6户	6栋	0.0	0.0%
局门路162号	局门路162号	上海	黄浦	无	无	1985年建	暂无信息	暂无信息	暂无信息	30户	2栋	2.1	25.0%
丽园路640号	丽园路640号	上海	黄浦	无	无	1985年建	暂无信息	暂无信息	暂无信息	30户	2栋	3.0	10.0%
局门路233号	局门路233号	上海	黄浦	无	无	1985年建	暂无信息	暂无信息	暂无信息	1户	2栋	25.0	20.0%
局门路85弄	局门路85弄	上海	黄浦	无	无	1981年建	暂无信息	暂无信息	暂无信息	1户	2栋	20.0	25.0%
制造局后街26号	制造局后街26号	上海	黄浦	无	无	1993年建	暂无信息	暂无信息	暂无信息	52户	2栋	5.4	10.0%
五里桥路256号	五里桥路256号	上海	黄浦	无	无	1988年建	暂无信息	暂无信息	暂无信息	21户	2栋	0.0	0.0%
蒙自路400号	蒙自路400号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	20.0	5.0%
斜土路300弄	斜土路300弄	上海	黄浦	无	无	1996年建	暂无信息	暂无信息	暂无信息	1户	2栋	4.0	15.0%
合肥路77弄	合肥路77弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
淡水路199号	淡水路199号	上海	黄浦	无	无	1970年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
马当路334弄	马当路334弄	上海	黄浦	无	无	1983年建	暂无信息	暂无信息	暂无信息	1户	2栋	15.0	8.0%
肇周路300弄	肇周路300弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	5.0	10.0%
东台路167弄	东台路167弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	4户	5栋	0.0	0.0%
翠湖天地隽荟	济南路260弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	184户	4栋	4.0	35.0%
四牌楼路86号	四牌楼路86号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
复兴中路37号	复兴中路37号	上海	黄浦	无	无	1976年建	暂无信息	暂无信息	暂无信息	10户	2栋	0.0	0.0%
合肥路588号	合肥路588号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	1.0	2.0%
马当路264号	马当路264号	上海	黄浦	无	无	1985年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
学院路18号	学院路18号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
西藏南路19号	西藏南路19-21号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
四新小区	学院路137号	上海	黄浦	无	无	1980年建	暂无信息	暂无信息	暂无信息	64户	2栋	0.0	0.0%
金门路2号	金门路2号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	4户	2栋	10.0	30.0%
学院路3号	学院路3号	上海	黄浦	无	无	1990年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
曹市弄39弄	曹市弄39弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	3栋	0.0	0.0%
绍兴路33号	绍兴路33号	上海	黄浦	无	无	1979年建	暂无信息	暂无信息	暂无信息	25户	2栋	3.0	10.0%
瞿溪路1153弄	瞿溪路1153弄	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
中华路11号	中华路11号	上海	黄浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
康定路949号	康定路949号	上海	静安	无	无	1975年建	暂无信息	暂无信息	暂无信息	15户	2栋	1.2	10.0%
胶州路283弄	胶州路283弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	6栋	0.0	0.0%
延平路180弄	延平路180弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	6栋	2.8	17.0%
万航渡路342号	万航渡路342号	上海	静安	无	无	1940年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
康定路865号	康定路865号	上海	静安	无	无	1996年建	暂无信息	暂无信息	暂无信息	18户	2栋	2.9	19.0%
康定路948弄	康定路948弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	2.0	20.0%
胶州路401弄	胶州路401弄	上海	静安	无	无	1995年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
延平路190弄	延平路190弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	3栋	0.0	0.0%
延平路335弄	延平路335弄	上海	静安	无	无	1980年建	暂无信息	暂无信息	暂无信息	2户	3栋	0.0	0.0%
长宁路195弄	长宁路195弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
延平路160弄	延平路160弄	上海	静安	无	无	1988年建	暂无信息	暂无信息	暂无信息	6户	6栋	2.9	30.0%
北京西路1619号	北京西路1619号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	3栋	0.0	0.0%
陕西南路102弄	陕西南路102弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	4栋	0.0	0.0%
康定路841号	康定路841号	上海	静安	无	无	1989年建	暂无信息	暂无信息	暂无信息	12户	2栋	0.45	1.0%
融御	万航渡路716弄-794弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
延平路337弄	延平路337弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
愚园路571号	愚园路571号	上海	静安	无	无	1927年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
富民路183号	富民路183号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
昌平路900号	昌平路900号	上海	静安	无	无	1988年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
乌鲁木齐北路326号	乌鲁木齐北路326号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
静安8号	华山路339弄	上海	静安	无	无	2000年建	暂无信息	暂无信息	暂无信息	170户	2栋	0.0	0.0%
长乐路700号	长乐路700号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
愚园路641弄	愚园路641弄	上海	静安	无	无	1997年建	暂无信息	暂无信息	暂无信息	49户	11栋	3.5	0.0%
京德大厦	常德路319号	上海	静安	无	无	1992年建	暂无信息	暂无信息	暂无信息	186户	2栋	0.0	0.0%
四维新村	华山路323弄	上海	静安	无	无	1960年建	暂无信息	暂无信息	暂无信息	3户	3栋	0.0	0.0%
华山路263弄	华山路263弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	7户	8栋	0.0	0.0%
巨鹿路793号	巨鹿路793号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
长乐路926号	长乐路926号	上海	静安	无	无	1930年建	暂无信息	暂无信息	暂无信息	6户	2栋	0.0	0.0%
长乐路712号	长乐路712号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
蒲园	长乐路570弄	上海	静安	无	无	1930年建	暂无信息	暂无信息	暂无信息	6户	10栋	0.7	0.0%
北京西路1806号	北京西路1806号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
愚园路523弄	愚园路523弄	上海	静安	无	无	1992年建	暂无信息	暂无信息	暂无信息	13户	9栋	0.0	0.0%
愚园路601号	愚园路601号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
胶州路1号	胶州路1号	上海	静安	无	无	1999年建	暂无信息	暂无信息	暂无信息	22户	3栋	0.0	0.0%
乌鲁木齐北路14号	乌鲁木齐北路14号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
长乐路1244号	长乐路1244号	上海	静安	无	无	1942年建	暂无信息	暂无信息	暂无信息	3户	4栋	0.0	0.0%
巨鹿路791号	巨鹿路791号	上海	静安	无	无	2003年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
巨鹿路661号	巨鹿路661号	上海	静安	无	无	1930年建	暂无信息	暂无信息	暂无信息	5户	4栋	0.0	0.0%
巨鹿路504号	巨鹿路504号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
长乐路776号	长乐路776号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
镇宁路270号	镇宁路270号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
胶州路410弄	胶州路410弄	上海	静安	无	无	1950年建	暂无信息	暂无信息	暂无信息	3户	3栋	0.0	0.0%
海防路403弄	海防路403弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	14户	5栋	0.0	0.0%
陕西北路816号	陕西北路816号	上海	静安	无	无	1988年建	暂无信息	暂无信息	暂无信息	22户	2栋	3.0	14.0%
平安大厦	昌平路421号	上海	静安	无	无	2003年建	暂无信息	暂无信息	暂无信息	82户	4栋	2.0	45.0%
诗莱茵酒店公寓	西康路561号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	8户	2栋	0.0	0.0%
群众商务楼	西康路370弄51号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
昌平路433号	昌平路433号	上海	静安	无	无	1993年建	暂无信息	暂无信息	暂无信息	20户	2栋	1.8	38.0%
新闸路1300号	新闸路1300号	上海	静安	无	无	1990年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
昌平路223号	昌平路223号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
威海路842号	威海路842号	上海	静安	无	无	1920年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
南京西路1147号	南京西路1147号	上海	静安	无	无	1920年建	暂无信息	暂无信息	暂无信息	10户	2栋	0.0	0.0%
德庆里	茂名北路264弄,茂名北路274弄,茂名北路282弄	上海	静安	无	无	1997年建	暂无信息	暂无信息	暂无信息	5户	28栋	0.0	0.0%
北京西路999号	北京西路999号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	7户	2栋	0.0	0.0%
陕西北路99号	陕西北路99号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
新闸路1489弄	新闸路1489弄	上海	静安	无	无	1924年建	暂无信息	暂无信息	暂无信息	9户	9栋	3.0	19.0%
奉贤路221号	奉贤路221号	上海	静安	无	无	1985年建	暂无信息	暂无信息	暂无信息	18户	2栋	0.0	0.0%
江宁路556弄	江宁路556弄	上海	静安	无	无	1989年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
西康路356号	西康路356号	上海	静安	无	无	1999年建	暂无信息	暂无信息	暂无信息	5户	2栋	0.0	0.0%
南阳路74号	南阳路74号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
北京西路1377号	北京西路1377号	上海	静安	无	无	1975年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
成都北路503弄	成都北路503弄	上海	静安	无	无	1995年建	暂无信息	暂无信息	暂无信息	11户	5栋	10.0	20.0%
北京西路1179号	北京西路1179号	上海	静安	无	无	1980年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
北京西路1110弄	北京西路1110弄	上海	静安	无	无	1998年建	暂无信息	暂无信息	暂无信息	4户	4栋	0.0	0.0%
奉贤路193号	奉贤路193号	上海	静安	无	无	1985年建	暂无信息	暂无信息	暂无信息	20户	2栋	2.5	40.0%
凤阳路698弄	凤阳路698弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	6栋	0.0	0.0%
威海路629弄	威海路629弄	上海	静安	无	无	1988年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
威海路712号	威海路712号	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	6户	2栋	0.0	0.0%
大田路370号	大田路370号	上海	静安	无	无	1986年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
粤秀名邸	平型关路2199弄	上海	闸北	无	无	2014年建	暂无信息	暂无信息	暂无信息	3388户	33栋	1.48	65.0%
汾西路661号	汾西路661号	上海	闸北	无	无	1985年建	暂无信息	暂无信息	暂无信息	24户	2栋	0.0	0.0%
汾西路611号	汾西路611号	上海	闸北	无	无	1985年建	暂无信息	暂无信息	暂无信息	36户	2栋	0.0	0.0%
闻喜路1202弄	闻喜路1202弄	上海	闸北	元/平	46614	1996年建	暂无信息	暂无信息	暂无信息	247户	9栋	2.2	25.0%
延安中路842号	延安中路842号	上海	静安	无	无	1995年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
南京西路951弄	南京西路951弄	上海	静安	无	无	1999年建	暂无信息	暂无信息	暂无信息	1户	2栋	1.0	1.0%
万航渡路749弄	万航渡路749弄	上海	静安	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	3栋	0.0	0.0%
平顺路721弄	平顺路721弄	上海	闸北	无	无	1992年建	暂无信息	暂无信息	暂无信息	160户	16栋	1.2	30.0%
保德路205号	保德路205号	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
西藏北路979号	西藏北路979号	上海	闸北	元/平	50348	1986年建	暂无信息	暂无信息	暂无信息	3户	3栋	0.0	0.0%
北市场小区	海宁路570弄,晋元路75号	上海	闸北	无	无	1986年建	暂无信息	暂无信息	暂无信息	148户	26栋	4.5	20.0%
浙江北路403弄	浙江北路403弄	上海	闸北	无	无	1998年建	暂无信息	暂无信息	暂无信息	4户	3栋	0.0	0.0%
中山北路230弄	中山北路230弄	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
东新民路5弄	东新民路5弄	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
止园路446号	止园路446号	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	42户	2栋	0.0	0.0%
临汾路475号	临汾路475号	上海	闸北	无	无	1990年建	暂无信息	暂无信息	暂无信息	22户	2栋	1.2	10.0%
虬江路909弄	虬江路909弄	上海	闸北	无	无	1987年建	暂无信息	暂无信息	暂无信息	352户	17栋	0.0	0.0%
临汾路599号	临汾路599号	上海	闸北	无	无	1985年建	暂无信息	暂无信息	暂无信息	24户	2栋	0.0	0.0%
圣和静安公馆	闸北山西北路399弄	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	223户	6栋	3.48	35.0%
长征大厦	中兴路241弄	上海	闸北	无	无	1998年建	暂无信息	暂无信息	暂无信息	308户	3栋	2.5	20.0%
西藏北路988号	西藏北路988号	上海	闸北	无	无	1986年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
陆丰路146号	陆丰路146号	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	24户	1栋	0.0	0.0%
蒙古路20号	蒙古路20号	上海	闸北	无	无	1964年建	暂无信息	暂无信息	暂无信息	30户	2栋	0.0	0.0%
晋元路65弄	晋元路65弄	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	5户	2栋	1.5	5.0%
虬江路999弄	虬江路999弄	上海	闸北	无	无	1989年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
杨树浦471弄	杨树浦471弄	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	2栋	0.0	0.0%
福寿里	海宁路814弄	上海	闸北	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
临潼路71号	临潼路71号	上海	虹口	无	无	1930年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
东余杭路198弄	东余杭路198弄	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
三多里	周家嘴路786弄	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
峨眉路352弄	峨眉路352弄	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	5户	36栋	0.0	0.0%
广中路464号	广中路464号	上海	虹口	无	无	1983年建	暂无信息	暂无信息	暂无信息	24户	2栋	2.0	20.0%
同心路973号	同心路973号	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	18户	1栋	0.0	0.0%
水电路810弄	水电路810弄	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	72户	7栋	0.0	0.0%
广中路554号	广中路554号	上海	虹口	无	无	1987年建	暂无信息	暂无信息	暂无信息	42户	2栋	2.0	30.0%
广中路390号	广中路390号	上海	虹口	无	无	1988年建	暂无信息	暂无信息	暂无信息	7户	2栋	2.0	30.0%
广中路310弄	广中路310弄	上海	虹口	无	无	1986年建	暂无信息	暂无信息	暂无信息	140户	7栋	1.6	40.0%
万安路970号	万安路970号	上海	虹口	无	无	1997年建	暂无信息	暂无信息	暂无信息	11户	2栋	0.0	0.0%
久业商住楼	凉城路368弄	上海	虹口	无	无	1998年建	暂无信息	暂无信息	暂无信息	30户	4栋	1.2	15.0%
冠都公寓	西江湾路5号	上海	虹口	无	无	1999年建	暂无信息	暂无信息	暂无信息	108户	2栋	3.0	12.0%
祥德路48弄	祥德路48弄	上海	虹口	无	无	1948年建	暂无信息	暂无信息	暂无信息	5户	2栋	0.0	0.0%
同华苑	同心路359弄	上海	虹口	元/平	61687	1998年建	暂无信息	暂无信息	暂无信息	100户	10栋	3.0	0.0%
敏德坊	东江湾路70弄	上海	虹口	无	无	1961年建	暂无信息	暂无信息	暂无信息	17户	13栋	0.0	0.0%
黄山路131号	黄山路131号	上海	虹口	无	无	2007年建	暂无信息	暂无信息	暂无信息	90户	2栋	0.0	0.0%
欧阳路325号	欧阳路325号	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	24户	2栋	0.0	0.0%
甜爱路1号	甜爱路1号	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
东体育会路77号	东体育会路77号	上海	虹口	无	无	1986年建	暂无信息	暂无信息	暂无信息	30户	2栋	0.0	0.0%
白领公寓	西江湾路122号	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	21户	3栋	0.0	0.0%
祥德小区	祥德路505弄	上海	虹口	无	无	1992年建	暂无信息	暂无信息	暂无信息	50户	5栋	3.0	10.0%
天宝西路2号	天宝西路2号	上海	虹口	无	无	1982年建	暂无信息	暂无信息	暂无信息	26户	3栋	0.0	0.0%
大连西路49号	大连西路49号	上海	虹口	无	无	1989年建	暂无信息	暂无信息	暂无信息	20户	2栋	0.0	0.0%
蒋家桥路13号	蒋家桥路13号	上海	虹口	无	无	1990年建	暂无信息	暂无信息	暂无信息	18户	2栋	4.0	25.0%
大连西路31号	大连西路31号	上海	虹口	无	无	1969年建	暂无信息	暂无信息	暂无信息	34户	2栋	3.0	10.0%
幸福村	大连西路11号	上海	虹口	无	无	1966年建	暂无信息	暂无信息	暂无信息	45户	2栋	3.0	25.0%
水墨三十度	兆家巷北侧靠近钟南街	上海	无	元/平	29023	2012年建	暂无信息	暂无信息	暂无信息	2436户	35栋	2.0	45.3%
西横浜路434弄	西横浜路434弄	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
同心路990弄	同心路990弄	上海	虹口	无	无	1975年建	暂无信息	暂无信息	暂无信息	166户	15栋	1.7	35.0%
曲阳路900弄	曲阳路900弄3号	上海	虹口	无	无	2008年建	暂无信息	暂无信息	暂无信息	38户	2栋	0.0	0.0%
金瑞苑	凤阁路1000弄	上海	青浦	无	无	2012年建	暂无信息	暂无信息	暂无信息	1042户	16栋	0.0	0.0%
曲阳路582号	曲阳路582号	上海	虹口	无	无	1981年建	暂无信息	暂无信息	暂无信息	24户	2栋	0.0	0.0%
西静路1500弄	西静路1500弄	上海	金山	无	无	1989年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
四平路579号	四平路579号	上海	虹口	无	无	1900年建	暂无信息	暂无信息	暂无信息	11户	2栋	0.0	0.0%
东湖林语	津梁街128号	上海	无	元/平	28261	2010年建	暂无信息	暂无信息	暂无信息	2012户	28栋	2.0	48.0%
江南春堤牡丹苑	昆山市张浦镇俱巷路913号	上海	无	无	无	1900年建	暂无信息	暂无信息	暂无信息	12户	1栋	0.0	0.0%
中海国际社区（三区）	工业园区琉璃街166号	上海	无	元/平	31144	2014年建	暂无信息	暂无信息	暂无信息	2538户	36栋	1.98	50.0%
东苑新村（甪直）	迎宾路与晓市路交汇处	上海	无	元/平	15200	1900年建	暂无信息	暂无信息	暂无信息	146户	14栋	2.0	23.0%
陶浜花园	东方大道东与长虹路交叉口	上海	无	元/平	11860	1900年建	暂无信息	暂无信息	暂无信息	172户	7栋	1.6	30.0%
